State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Uttar Pradesh,Lucknow,Wheat,HD-2967 (North-West India),699.1645061773811,33.90663966249571,7.8,9.8,63,2,5852,3.45,3269.12
Maharashtra,Aurangabad,Rice,Sona-Masoori (South India),455.6840503275884,29.166037800229688,5.72,12.7,69,2,2460,4.14,4213.01
Punjab,Amritsar,Rice,MTU-1010 (AP/Telangana),1028.3955192597416,29.41993886907432,5.92,24.5,84,0,6758,3.42,4528.56
Telangana,Warangal,Maize,HQPM-1 (Karnataka/AP),791.2919161456766,23.04627022421309,6.45,39.1,62,7,2024,0.51,3857.71
Punjab,Patiala,Cotton,RCH-659 (South & Central India),971.7159607048376,32.13842261094586,6.53,8.7,56,1,2838,4.18,1568.14
Punjab,Ludhiana,Rice,MTU-1010 (AP/Telangana),1188.2877191120024,22.804256582101804,6.86,39.0,71,2,5934,3.86,5395.48
Punjab,Patiala,Sugarcane,Co-94012 (South India),889.474830199126,23.24764443131388,7.07,8.1,64,4,3115,0.8,80568.1
Karnataka,Bengaluru Rural,Wheat,HW-2045 (North India),,26.09399615862611,,,51,6,4580,1.56,4135.64
Punjab,Patiala,Sugarcane,Co-0238 (UP/North India),1190.2944252649102,23.852630484857983,7.0,39.9,74,7,6729,3.82,80943.7
Andhra Pradesh,Krishna,Sugarcane,Co-86032 (Tamil Nadu/AP),768.492134802787,32.26476986546616,6.0,34.1,62,2,4118,4.9,79686.93
Uttar Pradesh,Agra,Cotton,JKCH-1947 (Gujarat/MH),675.8826405624499,31.686913459074063,7.05,15.9,59,7,4676,2.21,910.39
Maharashtra,Aurangabad,Rice,MTU-1010 (AP/Telangana),819.1022321797421,29.256630364512176,7.76,36.1,60,3,5742,4.03,4573.16
Punjab,Patiala,Cotton,RCH-659 (South & Central India),,26.00624735176801,,,78,5,3960,4.19,1576.05
Andhra Pradesh,Krishna,Cotton,RCH-659 (South & Central India),868.3684876178376,30.212200942198955,6.67,34.1,66,3,3852,1.42,2028.29
Punjab,Patiala,Rice,IR-64 (Andhra/Telangana),397.127168634545,30.752163465416988,6.42,24.0,91,1,5100,2.2,3539.19
Punjab,Ludhiana,Maize,Kaveri-50 (South India),1140.792554465052,34.1918316583106,7.81,25.2,68,3,3567,3.38,4398.78
Uttar Pradesh,Kanpur,Cotton,RCH-659 (South & Central India),1539.9607044037948,33.185781251997966,6.15,39.4,79,3,3453,4.92,2240.94
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),1194.4119961232482,26.90458673669071,5.93,13.3,49,6,2393,2.17,2028.98
Punjab,Patiala,Rice,Sona-Masoori (South India),1192.067729862664,25.755781008564743,6.85,26.1,72,2,5607,2.54,5201.83
Maharashtra,Pune,Sugarcane,Co-86032 (Tamil Nadu/AP),752.4858316179857,22.32047283071915,6.67,11.1,64,0,3338,2.02,80137.77
Punjab,Jalandhar,Maize,HQPM-1 (Karnataka/AP),1372.863778817305,28.55205423623696,6.19,24.2,70,5,5007,3.94,4677.39
Karnataka,Dharwad,Wheat,HW-2045 (North India),350.1064151277865,24.26270444126504,5.84,8.7,64,7,4160,1.42,3020.75
Punjab,Ludhiana,Wheat,HW-2045 (North India),374.7841149859447,20.14614005911476,6.78,32.3,78,1,4905,2.54,2287.72
Maharashtra,Pune,Sugarcane,Co-94012 (South India),1060.9284324206556,35.11343407607959,6.42,25.4,65,4,2871,1.14,80186.76
Telangana,Karimnagar,Maize,Kaveri-50 (South India),800.4557194273202,27.362795825557864,6.66,29.4,46,5,4182,2.56,4462.32
Uttar Pradesh,Varanasi,Maize,HQPM-1 (Karnataka/AP),1003.3927040771508,36.57685010907273,6.2,20.1,61,0,1803,1.05,4275.65
Andhra Pradesh,Krishna,Wheat,HD-2967 (North-West India),1108.447778655291,28.063790174615463,6.28,38.6,56,3,2960,3.4,4835.93
Andhra Pradesh,Chittoor,Sugarcane,Co-94012 (South India),997.3861080824064,23.87614211411572,7.47,34.4,72,7,5000,2.28,81346.77
Karnataka,Bengaluru Rural,Rice,Sona-Masoori (South India),896.0788125822551,33.602469825353715,7.2,34.8,54,4,5153,1.14,4649.87
Andhra Pradesh,Guntur,Maize,Kaveri-50 (South India),1141.7862979362144,31.88366379843676,6.46,16.6,68,7,6967,4.96,5143.89
Andhra Pradesh,Guntur,Cotton,RCH-659 (South & Central India),615.6342325527175,26.68524394209106,6.14,24.3,56,3,2744,4.2,700.96
Uttar Pradesh,Varanasi,Rice,MTU-1010 (AP/Telangana),601.3712402745928,35.64002139542448,5.22,12.1,58,5,2067,2.19,3535.44
Punjab,Amritsar,Maize,HQPM-1 (Karnataka/AP),838.4993745230979,29.542091189437013,6.83,38.0,65,1,1678,0.77,4721.68
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),704.1279679135314,24.410909498497706,6.97,35.5,54,4,6912,3.53,3476.63
Punjab,Jalandhar,Rice,Sona-Masoori (South India),1094.919128985722,23.92839507776896,6.14,25.8,70,0,1964,3.49,4691.33
Telangana,Karimnagar,Maize,HQPM-1 (Karnataka/AP),599.2188520628033,26.915055989162788,5.75,21.7,69,4,1694,3.98,3660.99
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),530.3881449322922,30.87987984696617,5.58,27.0,53,6,5867,3.19,2981.32
Punjab,Patiala,Maize,HQPM-1 (Karnataka/AP),688.4819466764818,31.83801265344399,7.43,32.4,55,4,2558,4.22,3719.79
Uttar Pradesh,Varanasi,Cotton,Bollgard-II (Maharashtra),1073.8168750630591,31.445483932012245,6.07,22.7,48,2,1547,2.39,2045.84
Telangana,Nalgonda,Maize,NK-6240 (Maharashtra/AP),,28.68835481892281,,,74,6,4411,4.99,3800.45
Punjab,Jalandhar,Rice,IR-64 (Andhra/Telangana),770.391092030624,25.470506864878352,5.85,33.3,56,4,2875,0.81,4563.54
Andhra Pradesh,Chittoor,Rice,IR-64 (Andhra/Telangana),519.9625693138782,24.52149437162412,5.74,27.3,51,7,6215,2.19,4012.84
Maharashtra,Pune,Rice,Sona-Masoori (South India),862.4177121334179,33.71307473554794,7.22,14.6,75,3,2256,1.4,4705.8
Maharashtra,Nagpur,Cotton,RCH-659 (South & Central India),958.3799891695836,25.977312007827194,5.75,38.9,64,5,3022,2.78,1515.39
Uttar Pradesh,Agra,Cotton,JKCH-1947 (Gujarat/MH),864.4349923334083,31.91484910329005,7.56,30.9,75,1,6144,3.65,824.18
Punjab,Patiala,Wheat,HD-2967 (North-West India),479.5500505397074,27.052974959239293,6.19,17.4,61,4,5482,4.49,3546.78
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),868.3009064698235,32.65726349260472,6.54,24.1,59,3,1728,3.7,80403.03
Telangana,Nalgonda,Sugarcane,Co-86032 (Tamil Nadu/AP),515.4359852247763,20.1080375905165,6.35,24.5,92,4,5610,4.21,80146.46
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),876.6091154224465,24.98049346812433,5.81,37.1,59,2,2875,1.89,80130.54
Telangana,Karimnagar,Wheat,HD-2967 (North-West India),796.1373792403126,22.822838387745943,5.34,15.4,58,7,3477,2.44,3672.57
Punjab,Patiala,Sugarcane,Co-86032 (Tamil Nadu/AP),663.4899954371117,35.072161987950494,6.18,22.6,58,0,1887,1.42,79372.68
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),457.661057299174,24.70538329301356,7.08,18.4,55,2,5968,2.39,3892.61
Maharashtra,Pune,Rice,Sona-Masoori (South India),935.9343594552142,26.037617684167166,6.86,21.7,52,5,3463,3.54,4907.08
Andhra Pradesh,Nellore,Sugarcane,Co-0238 (UP/North India),914.5051137957294,32.20229667286317,5.98,17.4,73,5,6992,3.79,79784.04
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),959.639382885451,25.98298926825949,6.27,38.2,64,2,2618,4.56,3780.32
Karnataka,Mysuru,Cotton,Bollgard-II (Maharashtra),746.688880477667,28.11486016213778,6.64,36.6,46,5,3355,4.0,1109.17
Maharashtra,Pune,Maize,NK-6240 (Maharashtra/AP),683.1935978980363,28.75047269817192,6.91,27.7,85,7,6105,3.59,4417.53
Uttar Pradesh,Lucknow,Maize,NK-6240 (Maharashtra/AP),1054.180589228254,20.94257666980649,6.03,22.5,73,6,6180,2.08,3864.39
Maharashtra,Aurangabad,Cotton,JKCH-1947 (Gujarat/MH),850.9020650341481,30.13460088228782,6.21,9.5,47,1,6344,4.4,1214.77
Telangana,Karimnagar,Cotton,Bollgard-II (Maharashtra),962.7465921451852,21.35173817957441,6.43,12.0,76,2,4506,4.98,993.59
Maharashtra,Aurangabad,Rice,Sona-Masoori (South India),1138.4959524515723,26.879797442608293,6.68,35.3,59,1,5197,4.1,4615.99
Telangana,Khammam,Sugarcane,Co-94012 (South India),,20.66583879074946,,,60,0,6221,4.82,81206.8
Punjab,Amritsar,Wheat,HD-2967 (North-West India),,24.87477314241861,,,74,4,2381,1.22,3251.05
Uttar Pradesh,Lucknow,Cotton,JKCH-1947 (Gujarat/MH),1234.927575990469,30.944026296603933,5.8,35.0,79,3,6448,1.62,2474.18
Andhra Pradesh,Chittoor,Maize,NK-6240 (Maharashtra/AP),944.9165097178968,30.83486572028209,5.81,35.4,64,5,1911,2.36,4716.94
Andhra Pradesh,Chittoor,Wheat,PBW-343 (Punjab/Haryana),921.4183554413302,19.955361985595594,6.87,31.5,77,3,2194,2.24,4436.43
Maharashtra,Pune,Cotton,Bollgard-II (Maharashtra),1464.476924700496,35.36574918097358,6.09,30.9,73,2,6661,3.45,2675.53
Uttar Pradesh,Agra,Maize,Kaveri-50 (South India),937.9086948520434,24.200985988031512,6.04,27.5,65,7,4984,1.37,4070.4
Uttar Pradesh,Lucknow,Rice,IR-64 (Andhra/Telangana),798.1086861525665,27.31868261030196,7.29,23.6,63,6,6365,0.74,4587.29
Telangana,Nalgonda,Wheat,HD-2967 (North-West India),704.8160267843126,31.09531703972001,7.35,19.9,66,7,1578,2.68,2914.64
Telangana,Khammam,Cotton,JKCH-1947 (Gujarat/MH),731.6893441021183,26.53275761389244,5.91,13.0,60,2,6361,1.81,1376.24
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),513.1803621882702,23.26702141137858,6.0,11.0,53,1,4740,4.5,2811.43
Uttar Pradesh,Varanasi,Maize,NK-6240 (Maharashtra/AP),819.3308837500088,28.019858554745262,5.81,18.1,76,4,3683,2.5,5023.42
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),1251.2638964007233,32.297435961167416,6.1,32.7,71,5,4105,3.09,81013.69
Punjab,Ludhiana,Cotton,Bollgard-II (Maharashtra),784.0506825875302,28.917603615554675,5.92,26.9,72,3,4627,0.68,1521.43
Karnataka,Belagavi,Wheat,PBW-343 (Punjab/Haryana),943.6289153864489,26.266932943277904,6.54,34.9,68,3,4268,1.54,4058.67
Andhra Pradesh,Nellore,Cotton,Bollgard-II (Maharashtra),1032.6058659938094,26.10581482058937,7.75,32.1,74,6,4302,0.53,1714.53
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),854.170789494174,23.67181059921072,6.93,33.7,73,2,6948,2.9,4157.3
Andhra Pradesh,Krishna,Sugarcane,Co-94012 (South India),733.3609421917386,30.559594551637748,8.2,38.2,71,6,3331,1.6,80574.38
Karnataka,Belagavi,Maize,NK-6240 (Maharashtra/AP),976.6140801623924,26.59088415810592,5.97,27.7,47,2,3730,3.16,4514.04
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),870.9456841871532,25.61760070547242,6.8,22.1,54,4,2812,0.63,80065.77
Karnataka,Mysuru,Wheat,PBW-343 (Punjab/Haryana),565.9325908621615,33.1909228600224,7.02,18.9,72,6,3984,3.59,3723.87
Telangana,Karimnagar,Cotton,JKCH-1947 (Gujarat/MH),1126.5702800440051,26.408605314939063,6.3,36.9,65,1,3541,1.54,2367.56
Punjab,Jalandhar,Wheat,PBW-343 (Punjab/Haryana),711.4188403633983,22.86324931360271,6.78,16.3,61,0,5284,4.86,3135.32
Uttar Pradesh,Kanpur,Wheat,HW-2045 (North India),1253.9776601231692,31.00372694899768,6.68,29.4,46,3,5981,1.57,4850.09
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),524.393850589112,27.28038016050797,6.86,34.9,54,3,6937,3.19,3146.06
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),817.7561882128158,31.020581758132813,7.1,16.2,54,7,5616,3.31,3893.52
Telangana,Khammam,Sugarcane,Co-94012 (South India),1116.817536412505,29.86222887055006,7.06,39.6,53,6,3622,1.3,80461.23
Karnataka,Belagavi,Cotton,Bollgard-II (Maharashtra),962.5421009084156,28.0459072305909,6.59,23.3,48,7,6630,1.72,1772.08
Maharashtra,Aurangabad,Cotton,JKCH-1947 (Gujarat/MH),599.8390669197262,20.21530513975051,6.99,18.6,63,2,3687,3.68,690.87
Maharashtra,Nashik,Wheat,HW-2045 (North India),859.6382167075332,27.25460049572689,7.24,21.1,58,6,6607,3.86,4334.48
Maharashtra,Pune,Cotton,JKCH-1947 (Gujarat/MH),628.2331217662704,27.443912533552336,6.31,24.6,92,5,3743,1.75,2615.86
Uttar Pradesh,Kanpur,Cotton,JKCH-1947 (Gujarat/MH),1461.5470033895665,29.44878581389723,7.16,13.7,58,0,6651,4.61,3008.96
Maharashtra,Nashik,Rice,IR-64 (Andhra/Telangana),556.4566369071142,27.22640522352472,6.94,20.3,51,1,6107,4.43,4099.66
Karnataka,Belagavi,Maize,HQPM-1 (Karnataka/AP),1064.7564880052742,22.03635098544628,7.11,30.9,61,4,3889,3.27,4155.17
Karnataka,Belagavi,Rice,IR-64 (Andhra/Telangana),583.9156745594107,28.3687892759362,6.48,11.1,65,0,3240,2.46,4484.88
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),1381.9872950605206,27.50025153470602,7.07,8.9,49,4,6889,3.56,81574.51
Andhra Pradesh,Guntur,Wheat,PBW-343 (Punjab/Haryana),906.047873884128,28.762009533125187,6.34,39.4,62,4,2539,3.5,4107.32
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),1071.4040605532132,28.039873471150425,5.89,26.1,64,5,1905,3.95,2861.65
Punjab,Ludhiana,Maize,NK-6240 (Maharashtra/AP),1507.575853382825,24.3143580953968,6.6,31.6,51,7,4956,4.28,5868.22
Andhra Pradesh,Chittoor,Sugarcane,Co-94012 (South India),890.4166319528807,25.97319034517741,6.55,20.6,61,6,5557,0.64,80240.37
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),1331.1636689100217,27.68800661018732,5.15,15.8,74,1,3641,2.24,81319.3
Punjab,Patiala,Wheat,HW-2045 (North India),433.2392388434872,26.29807044806218,6.57,32.0,56,6,5980,1.55,3077.94
Uttar Pradesh,Varanasi,Cotton,JKCH-1947 (Gujarat/MH),579.1893582135064,24.31125119802147,7.48,35.9,53,7,3407,3.8,697.0
Andhra Pradesh,Chittoor,Cotton,Bollgard-II (Maharashtra),1391.7477205926666,25.97038697684688,7.82,27.1,60,0,2206,1.51,2001.0
Karnataka,Bengaluru Rural,Maize,NK-6240 (Maharashtra/AP),778.404881268575,29.598638139030538,6.38,22.8,74,5,6441,3.12,4376.01
Karnataka,Bengaluru Rural,Maize,Kaveri-50 (South India),395.18335274922384,26.97572826323418,7.31,10.1,89,0,1815,3.19,2809.25
Andhra Pradesh,Krishna,Cotton,Bollgard-II (Maharashtra),852.4419731901362,21.33981526946516,5.45,11.3,52,7,1696,4.97,1532.6
Punjab,Patiala,Wheat,HD-2967 (North-West India),788.7020719632475,27.524924790853248,7.15,32.7,76,7,4954,1.36,4193.93
Punjab,Patiala,Maize,HQPM-1 (Karnataka/AP),951.8167523859752,17.07727450450192,7.01,18.7,71,4,6935,3.82,3773.21
Uttar Pradesh,Lucknow,Cotton,Bollgard-II (Maharashtra),649.1066961690275,33.077098518459806,6.3,17.3,69,5,4070,1.85,1404.36
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),860.0144629252915,25.57261703670133,6.42,30.8,76,0,6316,0.54,79717.41
Telangana,Warangal,Wheat,PBW-343 (Punjab/Haryana),920.759549953326,28.977413402165617,7.04,12.6,78,1,5720,0.65,3519.75
Telangana,Nalgonda,Maize,HQPM-1 (Karnataka/AP),1062.5777993740858,30.50460594923661,6.65,39.9,71,0,4658,2.72,3952.48
Telangana,Karimnagar,Sugarcane,Co-0238 (UP/North India),1129.1569221807104,28.49579193882576,6.34,39.5,46,3,3202,1.58,81336.79
Maharashtra,Nagpur,Sugarcane,Co-94012 (South India),4092.720104408464,28.71877386450459,6.07,16.6,63,0,2751,1.22,80556.97
Uttar Pradesh,Kanpur,Wheat,HD-2967 (North-West India),1019.5750980636724,62.19217948783957,6.73,9.2,80,4,4697,3.75,4112.26
Uttar Pradesh,Varanasi,Rice,MTU-1010 (AP/Telangana),956.9272796189896,24.93098251998797,7.1,20.4,57,1,4968,0.72,4289.46
Punjab,Ludhiana,Rice,IR-64 (Andhra/Telangana),925.8040649414794,25.007296413022804,4.19,26.4,43,4,5195,2.27,5309.15
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),531.0322257246471,28.16807977571548,6.42,31.3,66,2,4466,0.73,79605.05
Maharashtra,Nagpur,Sugarcane,Co-94012 (South India),721.403360073995,24.768681883442024,6.3,37.0,74,4,1925,4.15,80053.09
Uttar Pradesh,Agra,Sugarcane,Co-0238 (UP/North India),723.6679172643331,34.39100597921707,6.11,22.2,74,6,6754,1.47,80216.14
Telangana,Khammam,Rice,Sona-Masoori (South India),1364.4835363403608,25.848071967709195,6.87,8.6,76,2,5156,2.62,5810.69
Maharashtra,Aurangabad,Maize,NK-6240 (Maharashtra/AP),932.9890368490614,20.614605176697165,7.45,16.6,72,1,1544,4.34,4084.14
Uttar Pradesh,Lucknow,Rice,MTU-1010 (AP/Telangana),519.899038000196,28.12132022733373,6.11,14.6,68,1,5091,1.73,3217.02
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),894.0599532792282,33.62416339771257,6.2,17.9,76,5,4834,4.62,80770.51
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),366.1107928669177,26.27399711212093,6.19,32.1,73,4,5114,2.85,3451.94
Punjab,Ludhiana,Maize,NK-6240 (Maharashtra/AP),499.0890672818512,25.14759767066861,6.47,38.3,71,6,3734,1.04,3405.71
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),1253.435751190711,33.254853100141545,6.16,38.4,72,4,3093,4.68,80922.66
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),674.3904097096236,33.65657705321303,5.96,11.7,56,4,5792,1.67,1725.92
Karnataka,Dharwad,Wheat,PBW-343 (Punjab/Haryana),871.1356707027027,25.56299063908673,7.03,39.7,72,3,3215,2.67,3974.23
Karnataka,Bengaluru Rural,Rice,IR-64 (Andhra/Telangana),1035.2070525961228,19.265247355401243,7.21,19.4,70,7,5735,1.44,4840.5
Andhra Pradesh,Chittoor,Rice,MTU-1010 (AP/Telangana),1202.0383941995233,28.053699028103708,7.01,17.0,70,6,6657,0.83,6117.83
Andhra Pradesh,Chittoor,Maize,HQPM-1 (Karnataka/AP),,24.744395322189423,,,68,5,4463,3.96,4789.26
Uttar Pradesh,Varanasi,Maize,HQPM-1 (Karnataka/AP),1262.429896340307,27.455939274732327,6.16,21.6,78,4,6573,4.01,5401.06
Andhra Pradesh,Guntur,Cotton,Bollgard-II (Maharashtra),730.3309533297574,28.504328613345404,6.4,20.8,75,6,5522,1.24,1367.45
Andhra Pradesh,Krishna,Cotton,RCH-659 (South & Central India),,26.963961609774618,,,55,0,1674,1.27,2053.47
Andhra Pradesh,Guntur,Rice,MTU-1010 (AP/Telangana),984.7854215519676,24.0327344146778,6.16,19.5,63,2,6344,2.79,4741.15
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),415.3682907650616,29.58716754352916,5.43,8.2,57,7,5333,1.57,959.89
Andhra Pradesh,Krishna,Maize,Kaveri-50 (South India),1027.373715413882,32.19789874001063,6.1,34.1,72,6,6092,1.06,5005.52
Maharashtra,Pune,Sugarcane,Co-0238 (UP/North India),695.2709435683098,23.948398827104167,6.77,17.4,78,2,2452,4.71,79488.12
Maharashtra,Nashik,Maize,HQPM-1 (Karnataka/AP),1017.3474582215462,28.813464558660577,6.26,10.9,86,4,3449,2.48,5026.54
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),874.7383197417923,29.80869298857154,5.79,28.4,55,7,1729,1.24,5202.76
Maharashtra,Nashik,Rice,Sona-Masoori (South India),1223.559349382121,23.261824972129947,5.99,20.1,57,0,3491,1.78,5585.8
Punjab,Amritsar,Sugarcane,Co-86032 (Tamil Nadu/AP),318.0983482477004,29.08408644038915,6.95,33.5,68,3,5803,4.18,78866.25
Maharashtra,Nagpur,Cotton,JKCH-1947 (Gujarat/MH),759.6945432926645,32.27998591310575,6.61,26.4,74,1,1857,2.32,871.68
Telangana,Khammam,Rice,IR-64 (Andhra/Telangana),1113.9485280216522,20.5844249004271,7.11,26.7,63,5,3429,4.09,5476.07
Karnataka,Belagavi,Wheat,HD-2967 (North-West India),,25.36879729718276,,,75,4,5244,2.37,3582.14
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),929.1746408064508,30.12847067622302,6.4,27.9,38,4,5474,1.87,80129.14
Punjab,Ludhiana,Rice,IR-64 (Andhra/Telangana),726.6408643069976,35.952327217993314,5.81,19.9,72,2,5514,1.64,4116.3
Andhra Pradesh,Nellore,Sugarcane,Co-86032 (Tamil Nadu/AP),1072.5757320229836,30.37595742880187,6.32,21.5,66,0,3370,3.23,80118.38
Maharashtra,Nagpur,Rice,IR-64 (Andhra/Telangana),608.6047781150246,25.71009586449856,5.78,36.4,51,6,3951,1.93,4703.08
Uttar Pradesh,Agra,Maize,HQPM-1 (Karnataka/AP),966.401115832068,24.38487655073007,6.92,34.9,85,3,3444,1.05,3866.81
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),544.5587909022106,28.723657264708457,6.24,13.2,69,7,5627,2.22,79333.25
Andhra Pradesh,Chittoor,Sugarcane,Co-0238 (UP/North India),807.010056620577,28.01025770315724,6.54,12.5,63,1,3673,2.22,80381.37
Maharashtra,Pune,Cotton,Bollgard-II (Maharashtra),669.1817209209232,22.872551173823872,7.2,18.6,80,4,4015,3.12,1156.07
Andhra Pradesh,Chittoor,Sugarcane,Co-86032 (Tamil Nadu/AP),1186.2970142453912,31.56974887136605,6.5,24.6,74,1,4087,1.67,81529.38
Karnataka,Dharwad,Maize,NK-6240 (Maharashtra/AP),930.401703642366,28.18859441158411,5.53,11.5,45,3,3812,4.01,4482.34
Punjab,Jalandhar,Rice,MTU-1010 (AP/Telangana),845.4297534629503,25.70737355072785,5.81,24.1,78,0,6487,4.18,4172.43
Uttar Pradesh,Lucknow,Maize,NK-6240 (Maharashtra/AP),835.3207167058016,25.72385133182906,6.58,21.0,73,5,4475,3.27,3641.45
Punjab,Ludhiana,Sugarcane,Co-0238 (UP/North India),860.7246504462157,27.764224838589392,6.23,8.9,67,0,4092,0.89,80000.26
Uttar Pradesh,Kanpur,Wheat,HD-2967 (North-West India),880.7308497556569,29.1844142453103,5.57,32.3,62,4,2395,4.06,3936.0
Andhra Pradesh,Chittoor,Wheat,PBW-343 (Punjab/Haryana),1263.5691078588668,26.88648748105321,5.95,24.3,68,5,2998,1.13,5031.99
Uttar Pradesh,Agra,Rice,MTU-1010 (AP/Telangana),847.4590881109981,26.20998082640952,7.71,24.0,36,2,4183,4.47,4370.58
Uttar Pradesh,Varanasi,Sugarcane,Co-86032 (Tamil Nadu/AP),1099.8006798105357,28.77361976752519,6.5,11.0,56,2,5917,2.91,80926.18
Uttar Pradesh,Agra,Wheat,HW-2045 (North India),1267.2160851490514,27.27369334579286,6.16,9.5,60,7,2214,4.97,4681.29
Andhra Pradesh,Krishna,Rice,MTU-1010 (AP/Telangana),738.7580220587735,32.15301096783034,6.76,29.6,65,4,5398,3.74,4700.0
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),1268.6591612784284,31.041303438404857,6.16,12.8,73,4,3607,0.81,81185.19
Andhra Pradesh,Nellore,Sugarcane,Co-94012 (South India),990.9816610220316,29.270018068371712,6.9,16.8,71,2,1916,3.96,80277.74
Maharashtra,Pune,Rice,Sona-Masoori (South India),383.37164511260016,25.433980315554475,7.03,33.0,61,3,6391,0.51,3548.95
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),703.7467678538274,23.32301380150484,6.72,15.4,61,2,5415,2.5,4378.56
Andhra Pradesh,Krishna,Cotton,JKCH-1947 (Gujarat/MH),775.4338933896877,31.035457500218875,5.55,14.5,73,2,4545,2.35,794.39
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),601.775951590804,32.66919303708594,5.86,8.7,76,6,4012,2.74,840.0
Andhra Pradesh,Guntur,Wheat,PBW-343 (Punjab/Haryana),1258.9350152337204,23.359392671387525,5.75,31.5,70,5,6599,1.51,4450.75
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),,25.420717000366,,,75,4,4281,3.9,80779.08
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),476.7730718888157,28.75430192328302,7.66,8.4,72,0,2547,1.38,2536.53
Telangana,Nalgonda,Maize,HQPM-1 (Karnataka/AP),1090.048388824925,35.0966671466058,6.2,25.9,56,5,1685,2.27,4256.41
Maharashtra,Nagpur,Cotton,Bollgard-II (Maharashtra),1253.456497778447,19.00170923028636,6.96,35.2,69,5,6295,1.54,1877.18
Andhra Pradesh,Guntur,Sugarcane,Co-94012 (South India),1006.8879502773392,27.45497466311672,6.83,14.0,88,2,5546,3.48,81013.44
Karnataka,Mysuru,Rice,IR-64 (Andhra/Telangana),881.4594967784786,24.87329698737204,5.75,18.0,81,0,2628,2.24,4653.49
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),792.0456725841016,24.48242804433586,7.07,8.4,70,7,5299,3.36,80374.17
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),806.9794480657808,26.05585505112109,6.63,25.2,61,1,3934,4.26,4276.03
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),615.4306872093239,22.760575216294573,6.74,21.0,73,7,2722,4.89,3689.27
